,Case Number,Date,Year,Type,Country,Area,Location,Activity,Name,Sex ,Age,Injury,Fatal,Time,Species ,Investigator or Source,pdf,href formula,href,Case Number.1,Case Number.2,original order,Unnamed: 22,Unnamed: 23
398,2015.06.30.b,30-Jun-2015,2015,Unprovoked,australia,New South Wales,"Flat Rock, Yamba",surfing,Steve,M,25.0,hand bitten,False,Unknown,Unknown,"The Telegraph, 7/8/2015",2015.06.30.b-Steve.pf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.30.b-Steve.pf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.30.b-Steve.pf,2015.06.30.b,2015.06.30.b,5905.0,unknown,unknown
399,2015.06.30.a,30-Jun-2015,2015,Unprovoked,usa,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",playing in the water,Kysen Weakley,M,12.0,shallow lacerations & puncture to lateral left leg,False,Unknown,Unknown,"C. Creswell, GSAF",2015.06.30.a.pdf-Weakley.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.30.a.pdf-Weakley.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.30.a.pdf-Weakley.pdf,2015.06.30.a,2015.06.30.a,5904.0,unknown,unknown
400,2015.06.27.b,27-Jun-2015,2015,Unprovoked,usa,North Carolina,"Rodanthe, Dare County",swimming,John Cole,M,18.0,"injuries to right calf, buttock and both hands",False,Unknown,Bull shark,"C. Creswell, WRAL, 6/27/2015",2015.06.27.b-Rodanthe.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.27.b-Rodanthe.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.27.b-Rodanthe.pdf,2015.06.27.b,2015.06.27.b,5903.0,unknown,unknown
401,2015.06.27.a,27-Jun-2015,2015,Unprovoked,south africa,Western Cape Province,Buffels Bay near Knysna,body boarding,Caleb Swanepoel,M,19.0,"right leg severed, multiple lacerations to left leg",False,Unknown,White shark,"NSRI, 6/27/205",2015.06.27.a-Swanepoel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.27.a-Swanepoel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.27-Swanepoel.pdf,2015.06.27.a,2015.06.27.a,5902.0,unknown,unknown
402,2015.06.26.c,26-Jun-2015,2015,Invalid,usa,Florida,"Jacksonville Beach, Duval County",swimming,female,F,25.0,minor lacerations to leg,False,Unknown,Shark involvement not confirmed,"Action News Jax, 6/26/2015",2015.06.26.c-Jacksonville.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.26.c-Jacksonville.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.26.c-Jacksonville.pdf,2015.06.26.c,2015.06.26.c,5901.0,unknown,unknown
403,2015.06.26.b,26-Jun-2015,2015,Unprovoked,south africa,Western Cape Province,"Lookout Beach, Plettenberg Bay",surfing,Dylan Reddering,M,23.0,multiple lacerations to torso & leg,False,Unknown,Unknown,Zig Zag Surfing Magazine,2015.06.26.b-Reddering.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.26.b-Reddering.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.26.b-Reddering.pdf,2015.06.26.b,2015.06.26.b,5900.0,unknown,unknown
404,2015.06.26.a,26-Jun-2015,2015,Unprovoked,usa,South Carolina,"South Beach, Hunting Island State Park, Beaufort County",standing,"Lance Donahue, Jr",M,43.0,puncture wounds to foot,False,Unknown,Unknown,"C. Creswell, GSAF; WCNC, 6/26/2015",2015.06.26.a-Donahue.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.26.a-Donahue.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.26.a-Donahue.pdf,2015.06.26.a,2015.06.26.a,5899.0,unknown,unknown
405,2015.06.25.R,Reported 25-Jun-2015,2015,Provoked,australia,Western Australia,Rottnest Island,swimming,Stephen,M,19.0,minor lacerations to forearm when he grabbed shark by its tail     provoked incident,False,Unknown,Wobbegong shark,"West Australian Police, 6/25/2015",2015.06.25.R-Stephen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.25.R-Stephen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.25.R-Stephen.pdf,2015.06.25.R,2015.06.25.R,5898.0,unknown,unknown
406,2015.06.25,25-Jun-2015,2015,Unprovoked,usa,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",body surfing?,Patrick Thornton,M,47.0,multiple lacerations to back,False,Unknown,Unknown,"C. Creswell, GSAF",2015.06.25-Avon.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.25-Avon.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.25-Avon.pdf,2015.06.25,2015.06.25,5897.0,unknown,unknown
407,2015.06.24.b,24-Jun-2015,2015,Unprovoked,usa,North Carolina,Surf City,swimming,Brady Noyes,M,25.0,minor injury to foot,False,Unknown,Sandtiger shark,"C. Creswell, GSAF",2015.06.24.b-Noyes.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.24.b-Noyes.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.24.b-Noyes.pdf,2015.06.24.b,2015.06.24.b,5896.0,unknown,unknown
408,2015.06.24.a,24-Jun-2015,2015,Invalid,australia,Western Australia,Denmark,surfing,Lily Kumpe,F,37.0,"bruises and abrasions to face, chin, chest, both shins & feet and cut to right hand when her surfboard was struck with force",False,Unknown,White shark,"L. Kumpe, R. Mcauley",2015.06.24.a-Kumpe.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.24.a-Kumpe.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.24.a-Kumpe.pdf,2015.06.24.a,2015.06.24.a,5895.0,unknown,unknown
409,2015.06.23,23-Jun-2015,2015,Unprovoked,usa,South Carolina,"St. Helena Island, Beaufort County",standing,male,M,25.0,minor injury to calf ,False,Unknown,small shark,"C. Creswell, GSAF; R. Lurye, Island Packet",2015.06.23-Davenport.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.23-Davenport.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.23-Davenport.pdf,2015.06.23,2015.06.23,5894.0,unknown,unknown
410,2015.06.19,19-Jun-2015,2015,Unprovoked,puerto rico,puerto rico,Off Cabo Rojo,spearfishing,Benjamin Rios,M,36.0,injury to hand,False,Unknown,Unknown,"Yahoo News, 6/19/2015",2015.06.19-Rios.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.19-Rios.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.19-Rios.pdf,2015.06.19,2015.06.19,5893.0,unknown,unknown
411,2015.06.17,17-Jun-2015,2015,Unprovoked,usa,Florida,Daytona Beach Shores,swimming,Gavin Simpson,M,10.0,minor injury to calf ,False,Unknown,Unknown,"WTXL TV, 6/17/2015",2015.06.17-Simpson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.17-Simpson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.17-Simpson.pdf,2015.06.17,2015.06.17,5892.0,unknown,unknown
412,2015.06.14.b,14-Jun-2015,2015,Unprovoked,usa,North Carolina,"Oak Island, Brunswick County",wading,Hunter Treschel,M,16.0,arm amputated below shoulder,False,Unknown,Bull shark,"C. Creswell, GSAF",2015.06.14.b-Treschel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.14.b-Treschel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.14.b-Treschel.pdf,2015.06.14.b,2015.06.14.b,5891.0,unknown,unknown
413,2015.06.14.a,14-Jun-2015,2015,Unprovoked,usa,North Carolina,"Oak Island, Brunswick County",wading,Kiersten Yow,F,12.0,left arm amputated at elbow & severe injury to leg,False,Unknown,Bull shark,"C. Creswell, GSAF",2015.06.14.a-Yow.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.14.a-Yow.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.14.a-Yow.pdf,2015.06.14.a,2015.06.14.a,5890.0,unknown,unknown
414,2015.06.13,13-Jun-2015,2015,Unprovoked,usa,California,Off San Diego,nan,Elke Specker,F,25.0,severe laceration to leg,False,Unknown,Mako shark,"Courthouse News Service, 11/14/2016",2015.06.13-Specker,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.13-Specker,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.13-Specker,2015.06.13,2015.06.13,5889.0,unknown,unknown
415,2015.06.11,11-Jun-2015,2015,Unprovoked,usa,North Carolina,"Ocean Isle, Brunswick County",boogie boarding,girl,F,13.0,minor lacerations to foot,False,Unknown,Unknown,"C. Creswell, GSAF",2015.06.11-OceanIsle.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.11-OceanIsle.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.11-OceanIsle.pdf,2015.06.11,2015.06.11,5888.0,unknown,unknown
416,2015.06.07,07-Jun-2015,2015,Unprovoked,usa,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",playing,Lucas Vertullo,M,11.0,lacerations to right calf,False,Unknown,Unknown,"Florida Today, 6/7/2015",2015.06.07-Vertullo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.07-Vertullo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.07-Vertullo.pdf,2015.06.07,2015.06.07,5887.0,unknown,unknown
417,2015.06.05,05-Jun-2015,2015,Unprovoked,usa,Florida,Fort Lauderdale,attempting to rescue a shark,female,F,17.0,puncture wound to finger,False,Unknown,small nurse shark,"7 News, 6/5/2015",2015.06.05-FortLauderdale.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.05-FortLauderdale.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.05-FortLauderdale.pdf,2015.06.05,2015.06.05,5886.0,unknown,unknown
418,2015.06.01,01-Jun-2015,2015,Unprovoked,reunion,Le Port,Folette,surfing,Eddy Chaussalet,M,47.0,left forearm bitten,False,Unknown,Unknown,"Clincanoo, 6/1/2015",2015.06.01-Chaussalet.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.01-Chaussalet.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.01-Chaussalet.pdf,2015.06.01,2015.06.01,5885.0,unknown,unknown
419,2015.05.29.b,29-May-2015,2015,Unprovoked,usa,Florida,"Cocoa Beach, Brevard  County",standing,Ashlyn Gilpin,F,14.0,left foot bitten,False,Unknown,Unknown,"Orlando Sentinel, 5/29/2015",2015.05.29.b-Gilpin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.29.b-Gilpin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.29.b-Gilpin.pdf,2015.05.29.b,2015.05.29.b,5884.0,unknown,unknown
420,2015.05.29.a,29-May-2015,2015,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",wading,Dakota Hatfield,F,19.0,minor lacerations to dorsum of right foot,False,Unknown,Unknown,"ClickOrlando, 5/29/2015",2015.05.29.a-Hatfield.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.29.a-Hatfield.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.29.a-Hatfield.pdf,2015.05.29.a,2015.05.29.a,5883.0,unknown,unknown
421,2015.05.25,25-May-2015,2015,Unprovoked,french polynesia,Rangiroa,Avatoru Pass,spearfishing,male,M,19.0,lacerations to right forearm,False,Unknown,Unknown,Polynésie 1ère. 5/262015,2015.05.25-Rangiroa.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.25-Rangiroa.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.25-Rangiroa.pdf,2015.05.25,2015.05.25,5882.0,unknown,unknown
422,2015.05.24,24-May-2015,2015,Unprovoked,usa,Florida,"Cocoa Beach, Brevard  County",swimming,Alysa Whetro,F,13.0,"puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to achilles tendon",False,Unknown,Unknown,"WFTV,  5/27/2015",2015.05.24-Wheatro.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.24-Wheatro.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.24-Wheatro.pdf,2015.05.24,2015.05.24,5881.0,unknown,unknown
423,2015.05.20,20-May2015,2015,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",surfing,Matthew Zaccaria,M,18.0,2 puncture wounds to  dorsum of left foot,False,Unknown,Unknown,"WFTV, 5/20/2015",2015.05.20-Zaccaria.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.20-Zaccaria.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.20-Zaccaria.pdf,2015.05.20,2015.05.20,5880.0,unknown,unknown
424,2015.05.15,15-May-2015,2015,Unprovoked,usa,South Carolina,Sullivan's Island,nan,male,M,30.0,laceration to foot ,False,Unknown,Unknown,"News 2, 5/15/2015",2015.05.15-Sullivans.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.15-Sullivans.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.15-Sullivans.pdf,2015.05.15,2015.05.15,5879.0,unknown,unknown
425,2015.05.09,09-May-2015,2015,Unprovoked,new caledonia,new caledonia,Kouare ,snorkeling,Yves Berthelot,M,50.0,fatal,True,Unknown,Unknown,Les Nouvelles Caledonnie,2015.05.09-Berthelot.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.09-Berthelot.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.09-Berthelot.pdf,2015.05.09,2015.05.09,5878.0,unknown,unknown
426,2015.05.07,07-May-2015,2015,Unprovoked,usa,Florida,"Cocoa Beach, Brevard  County",swimming,Josh Green,M,25.0,"lacerations to lower left leg, ankle & foot",False,Unknown,Unknown,"KnightNews.com, 5/9/2015",2015.05.07-Green.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.07-Green.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.07-Green.pdf,2015.05.07,2015.05.07,5877.0,unknown,unknown
427,2015.05.03,03-May-2015,2015,Unprovoked,australia,New South Wales,Saltwater Beach,surfing,Bruce Lucas,M,25.0,injuries to left arm & right hand,False,Unknown,White shark,"ABC, 5/3/2015",2015.05.03-Lucas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.03-Lucas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.03-Lucas.pdf,2015.05.03,2015.05.03,5876.0,unknown,unknown
428,2015.05.02,02-May-2015,2015,Unprovoked,south africa,Eastern Cape Province,Port St. John's,diving,Mathieu Dasnois,M,29.0,"injuries to leg, left arm & both hands",False,Unknown,Unknown,"DispatchLive, 5/4/2015",2015.05.02-Dasnois.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.02-Dasnois.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.02-Dasnois.pdf,2015.05.02,2015.05.02,5875.0,unknown,unknown
429,2015.04.29,29-Apr-2015,2015,Unprovoked,usa,Hawaii,Kanahena Cove ,snorkeling,Margaret Cruse,F,65.0,fatal,True,Unknown,Unknown,"Star Advertiser, 4/30/2015",2015.04.29-Cruse.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.29-Cruse.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.29-Cruse.pdf,2015.04.29,2015.04.29,5874.0,unknown,unknown
430,2015.04.26,26-Apr-2015,2015,Unprovoked,usa,Florida,"Resident's Beach, Marco Island",wading,Carsten Jessen,M,63.0,lacerations to left calf,False,Unknown,Unknown,"ABC-7, 4/27/2015",2015.04.26-Jessen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.26-Jessen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.26-Jessen.pdf,2015.04.26,2015.04.26,5873.0,unknown,unknown
431,2015.04.25,25-Apr-2015,2015,Unprovoked,australia,South Australia,Fishery Bay,surfing,Chris Blowes ,M,26.0,leg severed at mid-thigh,False,Unknown,Unknown,"The Advertiser, 4/25/2015",2015.04.25-Blowes.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.25-Blowes.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.25-Blowes.pdf,2015.04.25,2015.04.25,5872.0,unknown,unknown
432,2015.04.24.c,24-Jun-2015,2015,Unprovoked,australia,New South Wales,"Belongil Beach, Byron Bay",surf skiing ,Woody Vidgens,M,71.0,"no injury, knocked off ski",False,Unknown,Unknown,"Echo Daily, 6/25/2015",2015.04.24.c-Vidgens.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.24.c-Vidgens.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.24.c-Vidgens.pdf,2015.04.24.c,2015.04.24.c,5871.0,unknown,unknown
433,2015.04.13,13-Apr-2015,2015,Unprovoked,usa,Florida,"Florida Keys, Monroe County",photographing the shark,Mark Rackley,M,48.0,lacerations to shoulder and left bicep,False,Unknown,Unknown,"Miami Herald, 4/25/2015",2015.04.13-Rackley.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.13-Rackley.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.13-Rackley.pdf,2015.04.13,2015.04.13,5870.0,unknown,unknown
434,2015.04.12,12-Apr-2015,2015,Unprovoked,reunion,Saint-Gilles-les-Bains,Cap Homard,surfing,Elio Canestri,M,13.0,fatal,True,Unknown,Bull shark,"Le Huffington Post, 4/15/2015",2015.04.12-Canestri.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.12-Canestri.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.12-Canestri.pdf,2015.04.12,2015.04.12,5869.0,unknown,unknown
435,2015.04.11,11-Apr-2015,2015,Unprovoked,australia,New South Wales,McKenzies Beach,paddle boarding,male,M,25.0,ankle injured,False,Unknown,Unknown,"Surf Life Saving, 4/11/2015",2015.04.11-McKenzie-Surfer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.11-McKenzie-Surfer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.11-McKenzie-Surfer.pdf,2015.04.11,2015.04.11,5868.0,unknown,unknown
436,2015.04.03,03-Apr-2015,2015,Unprovoked,usa,Florida,"3 miles off Jupiter, Palm Beach County",spearfishing,Rick Neumann,M,70.0,injuries to head & torso,False,Unknown,Bull shark,"ABC Action News, 4/6/2015",2015.04.03-Neumann.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.03-Neumann.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.03-Neumann.pdf,2015.04.03,2015.04.03,5867.0,unknown,unknown
437,2015.03.29,29-Mar-2015,2015,Invalid,italy,Sardinia,Unknown,diving,Eugenio Masala,M,43.0,"fatal, but shark involvement prior to death unconfirmed",False,Unknown,Shark involvement not cofirmed,"A. de Maddalena, GSAF",2015.03.29-Masala.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.29-Masala.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.29-Masala.pdf,2015.03.29,2015.03.29,5866.0,unknown,unknown
438,2015.03.31,31-Mar-2015,2015,Invalid,brazil,Pernambuco,"Praia del Chifre, Olinda",surfing,Diego Gomes Mota,M,23.0,injury to left thigh from unidentified species of fish; injuries inconsistent with shark bite,False,Unknown,No shark involvement,"Globo, 3/31/2015",2015.03.31-Mota.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.31-Mota.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.31-Mota.pdf,2015.03.31,2015.03.31,5865.0,unknown,unknown
439,2015.03.26,26-Mar-2015,2015,Boat,south africa,Eastern Cape Province,Yellow Sands Point,kayak fishing,Kayak: Occupant Kelly Janse van Rensburg,M,36.0,no injury but kayak bitten,False,Unknown,Unknown,"Times Live, 4/1/2015",2015.03.26-VanRensburg.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.26-VanRensburg.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.26-VanRensburg.pdf,2015.03.26,2015.03.26,5864.0,unknown,unknown
440,2015.03.21,21-Mar-2015,2015,Unprovoked,egypt,egypt,Marsa Alam,swimming,male,M,52.0,fatal,True,Unknown,Mako shark,"E. Ritter, GSAF",2015.03.21-Egypt.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.21-Egypt.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.21-Egypt.pdf,2015.03.21,2015.03.21,5863.0,unknown,unknown
441,2015.03.18,18-Mar-2015,2015,Unprovoked,usa,Hawaii,Hapuna Beach,standing / snorkeling,Ken Grasing,M,58.0,lacerations to left forearm. lacerations to left hand and thigh,False,Unknown,Unknown,"KMBC, 3/19/2015",2015.03.18-Grasing.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.18-Grasing.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.18-Grasing.pdf,2015.03.18,2015.03.18,5862.0,unknown,unknown
442,2015.03.16,16-Mar-2015,2015,Unprovoked,french polynesia,Bora Bora,Anau,hand feeding sharks,male,M,25.0,hand bitten,False,Unknown,Blacktip shark,"Radio1, 3/16/2015",2015.03.16-Bora-Bora.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.16-Bora-Bora.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.16-Bora-Bora.pdf,2015.03.16,2015.03.16,5861.0,unknown,unknown
443,2015.03.11,11-Mar-2015,2015,Boat,australia,New South Wales,"Julian Rocks, Byron Bay",fishing,Dinghy: Occupant Robbie Graham,M,25.0,bruised in falling overboard as shark bumped boat,False,Unknown,Unknown,"Northern Star, 3/13/2015",2015.03.11-Graham.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.11-Graham.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.11-Graham.pdf,2015.03.11,2015.03.11,5860.0,unknown,unknown
444,2015.03.10,10-Mar-2015,2015,Provoked,mexico,Sinaloa,Mazlatan,fishing,David Villegas Mora,M,36.0,right hand bitten by hooked shark provoked incident,False,Unknown,Unknown,"Noreste, 3/10/2015",2015.03.10-Mora.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.10-Mora.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.10-Mora.pdf,2015.03.10,2015.03.10,5859.0,unknown,unknown
445,2015.03.07,07-Mar-2015,2015,Unprovoked,french polynesia,Central Tuamotu,"Tupapati, Hikueru Atoll",sitting in the water,male,M,18.0,thigh bitten,False,Unknown,Blacktip Reef shark ,"Radio1, 3/9/2015",2015.03.07-18-month.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.07-18-month.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.07-18-month.pdf,2015.03.07,2015.03.07,5858.0,unknown,unknown
446,2015.02.15,15-Feb-2015,2015,Boat,atlantic ocean,atlantic ocean,Unknown,transatlantic rowing,"Avalon, a carbon kevlar monohull: 8 occupants",M,25.0,"no injury, shark bit rudder",False,Unknown,White shark,"Yorkshire Post, 3/16/2014",2015.02.15-Avalon.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.02.15-Avalon.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.02.15-Avalon.pdf,2015.02.15,2015.02.15,5857.0,unknown,unknown
